tweetText,Sentiment
loved interview w/ the short doc pressed him on difference between and swine flu and seasonal flu,0
will coronavirus affect food supply first problem a possible shortage of workers,0
which i'm sure will turn down because you know socialism is bad for you do not you know you just got to pull your corona virus self up by the bootstraps,0
wait is not he the idiot who said the coronavirus is just the common cold no worries,0
"""child refugees"" a more like bearded 30 year old economic migrants and how many of them could be infected with corona virus no thanks got enough problems in europe already",0
bangladesh awami league ministers say they have the power to stop the corona virus shala's head has become bad,0
the faster you respond to a the lesser will be the impact coordinated efforts clear communication a well charted bcp and teams will determine of companies in a post _19 world let us build and learn to not just survive,1
which virus is more dangerous,0
can we forgive china country sparked such a mammoth international crisis should be in global dog house us rallies on china for 97% of all its antibiotics after crisis get over international relationships may change,0
breakingnews dow futures tumble 1 000 points as oil price war adds to coronavirus stress,0
adp jobs report companies cut 27 00 jobs before the worst of the coronavirus …,0
i have people telling me the 'panic' is a ploy by democrats my reply is that the last time italy 'closed' was because of a world war they still are not persuaded i do not give up but i wonder if they will be the first to get and regret it,0
what ever dumb witchcraft shit they used to turn a dead rotting corpse in to a baby is what started the corona virus,0
good work sir no one can forget your ossam work for this crucial time covid 19,1
should we looking @ 's approach although closing schools there is infinitely easier as nearly everyone has a helper nevertheless pretty contained considering proximity to china,0
dicks who used the term 'damp squid' deserve coronavirus,0
smart lockdown did not work so ik announced sexy lockdown ー19,1
trump 'offers large sums' for to ugh embarrassing to be american right now,0
you think alarm about coronavirus has been created by the uk government,0
is free as a resident i would want it to stay the same kudos to the working hard in this tough times hope we do not loosen up the without a plan we have to remember we are close to both &,0
you have no clue how to find working scam numbers i'm not having any issue only you would say there is no coronavirus pathetic loser argument good luck finding who my eyes and ears are deep within slobrtc,0
italy and spain death rate coronavirus top crisis pic twitter com/jtjpbkjblj,0
sunset 1 june 2020 …,1
coronavirus is going to get worse if people do not stop going outside,0
why so late outcomes didi strategy must b planned for covid 19 first and than to opposition best of luck we r stranded outside wb since complete lockdown and families in wb,1
not everyone was blase reports from wuhan started in early jan as you will see from his tweets standsure was on the case very early on the uk has had 2 months to prepare and regardless of what uk 'scientists' say the chinese have shown how to deal with this virus,0
be honest we do not know who votes on these polls have you panicked shopped yet,0
a place with lots of memory,1
coronavirus india china border dispute uk plans to form 'd10' pakistan plane crash hong kong protests cyclone amphan us ends relationship with who nasa spacex launch us protests what is happening,0
how about uco just go ahead and give me my degree and we do not have to worry about what to do about the corona virus,0
coronavirus lockdown got me working on the 32894743 songs i started and abandoned,0
is there any chance this chaos can tank your desired position i have not been worried until now i think they are way over blowing the coronavirus to tank the economy and using msm to manipulate the uninformed reassure me,0
is wrong doing arti with 10 20 people in that temple,0
one of the short term positives out of this crisis the environment is getting a break from us hopefully we can get there after coronavirus with faster and better changes to reduce emissions,0
i'm already freaking out about the coronavirus and i most certainly do not need the “be best” queen spewing out anything no thanks,0
grim but knowledge is less scary than the unknown ——— harvard epidemiologist on the coronavirus “i do not think the virus can be stopped anymore” der spiegel,0
coronavirus stop the hysteria washington times a must read this is an excellent article,0
taiwan says who failed to act on transmission warning,0
i spit on you if i could but seriously if the gym does not let me in this morning where should i go ıd19 …,0
trump changes tone after dismissing coronavirus as a democratic 'hoax' | via,0
the only good thing about this lockdown is that i will not have an awkward birthday surprise which surprisingly is still a ritual,1
every bit of this panic and pandemonium is because of trump he lied tried to manipulate the markets and now takes no responsibility where the f is congress,0
boost your body with awesome exercise tips during lockdown 5 0 … …,1
we should all thank covid 19 not anyone elee,1
after all this coronavirus bs blows over yeah shits going to be lit,0
yes ppl are tweeting as if rainbow is going to cure corona,1
in light of the coronavirus the diocese of pittsburgh schools office is closing all diocesan schools (k 12) from march 16 until march 30 2020,0
then came lockdown 2 0 & 3 0 but emi moratorium not changed now we are close to get due date from bank for these emis but we are unable to pay that,0
between lockdown agra expressway …,0
cant find a network in ghatkopar for last 4hours what wrong with u guys pehle corona abhi,0
both my sons giving a try for rap challenge bout corona live recorded by me and edited by twitter com/ihtipvkyyb,1
dear recovery of +ve cases is slow which up_arrow chances of deaths so 2 boost d pace of _19 recovery we need 2 test above intervention along with available standard treatment via aiims & disseminate same2 public asap inorder 2 end pandemic,0
corona +this song – at maldives beach,1
“this coronavirus ” rush limbaugh asked “all of this panic is just not warranted ” it is a “fraud” by the deep state to spread panic in the populace manipulate the economy and suppress dissent per sean hannity guys let us meet in new rochelle and group hug,0
this coronavirus scaring me i'm bout ready to cancel all my trips,0
pokemon are also affected by the coronavirus pic twitter com/0rb2l9wat2,0
seriously？is corona virus touchable stuff？,0
lockdown birthday celebration is not that bad pic twitter com/kb8lgp2xzb – at haridwar,1
how the private bus will run in kolkata now after covid unless monetary help by bengal govt …,0
i hope that they record this in history books imagine people 60 years in the future will think there is a world pandemic and people are hoarding what why super shit's answer someone scared the shit out of people on a platform called facebook tp from china,0
us citizens damn i got corona virus us government ok boo i see you treat yo self,0
just waiting for the usual race baiters to tell us it is racist not to get the coronavirus,0
“hike more worry less ” sachin 0_0 nived_jayaraj akhil_raj_97,1
making lemang using blue_heart rose since 24hrs make ur life easy as abc smiling_face – at king abdulaziz medical city riyadh,1
updated covid 19 concerns impacting imaging industry – the dead pixels society,0
liv i know it sucks you guys are limited what you can do cuz of this devil the corona virus we do appreciate the fact u r still going out there like from wwe pc to still put on a show for the wwe universe god bless and stay safe from this devil we u guys,0
surgeon general has coronavirus warning 'this week it is going to get bad',0
this backhand_index_pointing_down is not due to this is due to decades of hate training by rss the situation in india is precarious unrelenting attack on the poor muslims and dalits is reaching astronomical scale we appeal to the uno and to convene an urgent meeting n stop the horror,0
i understand the corona virus is an epidemic but can we get that new season of dragonball super please,0
it is apparently happening everywhere _19india,0
due to concern over coronavirus i am immediately replacing the usual handshake with finger guns until further notice thank you for your understanding,0
thy god save us from do the miracle,1
d's figures are for real and they speak the truth on behalf of the stupidity of intellectuals doctors paramedic are giving away their lives but some do not understand the pain they want to spread this pandemic and be called a child of god shame pic twitter com/fqnrelir8u,0
stupid corona virus pic twitter com/7v8ixplfwr,0
the american hiv the chinese coronavirus whatever u call it do not matter people are dying everyday you are here creating names idiot,0
india has only 2 lakh cases as of this tweet our medical system is already getting overwhelmed imagine what happens when there is 20 lakh or heck 2 cr btw that is only 1/1 5% of our entire population & we have ended lockdown it is beyond imagination for me,0
"gaston 100% would not quarantine gaston would be all ""me afraid of a /virus/ nothing stops gaston from going to the tavern "" then he would get corona and be perfectly fine but dozens of other villagers would die due to catching it from him /",0
distributed vegetables and daily essentials to the migrant workers from different states and needy in chilukanagar division along with green way friends youth association twitter com/xbbt4erigy,1
asymptomatic carriers are more than 80% nobody is talking about true potential of mask usage simple can save thousands of lives if everyone wears one world leaders are letting people die of …,1
19 j&k records 3 deaths amid single day rise of 106 positive cases 55 cops 5 docs among fresh cases ut tally jumps to 1189,1
sub invitation to be resource person in online workshop on “microgreens” superfood boost immunity to fight covid 19 on 04 june 2020 we are pleased to inform that this year department of tourism & hospitality … …,1
no electricity from last evening already had power cut in past 10 days on name of maintenance if this is after maintenance what till be without,0
you know whats more dangerous then corona virus a feelings wilted_flower,0
coming to an end tomorrow so let me share my two favourite social media posts from friends …,1
"historic headlines that should come in future ""we are going to test x million people per week will test and isolate all asymptomatic cases"" ""all private hospitals built on govt land pay the rent of their operational years either in cash or by treating covid19 at low costs""",0
worst crisis since world war2 source un chief,0
ask what i can do for my nation from nov1971 mar73 govt levied 5 p surcharge for refugee relief of bangladesh (e pak) see stamps envelop 5 modi govt spent25 lakh cr on covid 19 poor farmers dbt msme& revival levycoronatax/surcharge pic twitter com/eh4pyrzjwy,0
rejuvenate itself with the first shower of the mansoon had a difficult time during covid 19 but thanks to our vrukshamitra's who really worked hard to minimize the impact is our dream and dream is not far now /vyvt9ivezq,1
lufthansa to close it is airbus operation click the link pls do like it _19 _the_silence,0
coronavirus argentina closes its borders austria limits movement to what is strictly necessary the police will monitor these prohibitions serbia declares state of emergency closes borders for foreigners deploys army to fight pandemic,0
thankful to honourable judges of the supreme court for contribution to pm cares will strengthen the efforts to fight covid 19 …,1
no one calls it the chinese flu or chinese coronavirus you racist people do,0
how can i rely and work from home in this covid situation if this pathetic internet service you will provide 4024886 no internet on this broadband since morning,0
got this new wax pen instead of taking dabs on my rig bc my asthma be acting up and i feel like vaping is better idk i do not have health insurance this corona shit is messing with my life for real pic twitter com/7cafve1bfr,0
coronavirus is not even real the us will do anything for some rts smh,0
lockdown learning series on school enrollment techniques …,1
(4) dry cough + sneeze + body pain + weakness + high fever + difficulty breathing coronavirus pathology department aiims delhi please do not panic,0
at this point in the outbreak you are far more likely to catch the novel coronavirus from someone who shows no signs that they have been infected,0
edu minister uday samant told that it is not possible to hold summer exams due to spiralling covid 19 cases in all universities this yr he said rules to promote final yr/sem students to be out in a week,0
five things to help stop the spread of coronavirus,0
its time to save life to covid 19,1
why there is no support extended to this section of society where are u hiding …,0
of cannot leave her home after j&k went into a lockdown to contain the novel coronavirus outbreak school's shut and exams cancelled but she still spends time on her lessons accompanied by her toys,0
mate i'm so tired of hearing about corona virus now like people are absolutely panicking and it is just mad,0
sorry nah stop crying hehehe someone is dis generation thinks calling someone coronavirus is an insult hehehe animal,0
which candidate do you think would be able to recover if infected by the coronavirus,0
hey so @ any art majors who go to a school that is currently doing remote learning due to the coronavirus how the fuck is that workin out for yall,0
the lockdown should have been delayed by a week,0
i lost my job due to covid 19 crisis and million others,0
there is at least a small possibility that major league baseball stadiums will be closed to fans in the early part of the season because of concerns so comerica park may look a lot like it did last year,0
taking thermal checks using temperature scanners & making use of masks mandatory in this way people can stay healthy during the lockdown,1
good evening sir my self nishant solanki i have vaccine for coronavirus but it is not sure so plss read this,1
alcohol consumption worsens the prognosis of corona virus,0
why are you lying on the deaths of covid patients twitter com/kcfgdftcgh,0
a day after a 45 year old man from shopian district died at skims soura his swap sample returned positive for the novel coronavirus on monday taking the death toll due to the dreaded disease in to 29,0
you should be shame because we have got saudi medical doctor working in your country with no charge to your government helping your country on corona viruses we should be thankful not been attacked by you,0
i've consumed enough raw cookie dough to worry about coronavirus salmonella couldnt take me and neither can you,0
it is just the most pathetic lowlife cannot believe he will not bring himself to encourage rather than tear everyone down during this very challenging crisis sad very sad,0
lockdown wala happy birthday big b grinning_face_with_sweat heavy_heart_exclamation confetti_ball party_popper birthday_cake rose,1
yes why he always talking about yoga because he knows only north covid 19 not known medicinal not known current situation of the world ithink tamil nadu cm is better than pm,1
yknow during this covid i can finally see my own local people on our public transports,1
ncc meets today as covid 19 situation worsens,1
if the public's response to teaches us anything it is that we are never going to get rid of racism sexism bigotry xenophobia etc because people in general do not give a shit about each other not a single fuck,0
the word ‘corona virus' is actually starting to hurt my head,0
april may edition of #लोक_कल्याण_सेतु highlights easy tips to prevent corona measures to get rid of bad effects of eclipse benefits of meditating on the idol of sadguru simple ways to stay healthy the festival of gaining devotion n wisdom guru purnima pic twitter com/sl3ervpnqk,1
great spread panic across the world i'm currently in wheelchair i find it difficult to get around i do not have money now till next week 30 march uk government needs to allow us to get weekly esa rather than fortnightly during i cannot get food till then,0
in a year dave will be one laughing or deal gets busted he goes back to running bs and penn stock recovers,0
backhand_index_pointing_right face_with_monocle special thanks to mr gyem tshering ( phd student from bioclinical sciences program ) for designing this knowledgeable infographic to our community laptop_computer mobile_phone fb messenger,1
sunset stop motion captured by me using app sun,1
preach i get that we all want to be safe for the coronavirus and that means we have to give up hugging it literally fucking sucks but it just does not make it fair for her to hug people outside the venue for free but not for people who paid $275 vip,0
today at 02 30pm a 54 year old bangladeshi male admitted at tree top hospital has passed away this is the 6th covid 19 death in the maldives our thoughts and prayers are with the bereaved family may allah grant his soul eternal peace in heaven hpa,0
ktr sir please keep mercy on physically handicapped sir i am a physically handicapped recently i lost my private job in this lockdown period i am facing very panic situation plz kindly give me any contact/outsourcing …,0
help me 's ali khan i'm in tension in this year corona effect help me please 't ignore me crying_face crying_face loudly_crying_face loudly_crying_face folded_hands folded_hands i'm from this my no 7287862345 and my google no 798939118,0
the coronavirus homie really just tried to pull up on me like this nigga is not sick as fuck right now,0
coronavirus this is a war but it is unlike any we have seen the australian,0
as the coronavirus situation worsens every day some serious restrictions will be applied shortly there is a chance that all travel between europe and the read more,0
congratulations mr yeshwant sinha for working hard to see that the coronavirus spread fast in india so that you can bring bad name to modijee if we have people like you we do not need enemies you are worst than coronavirus if you see snake and yeshwant kill yeshwant first,0
sir great analysis on coronavirus and coming of messiah,1
congratulation hariom and thanks ji for great examples of social distance in lockdown period of madhyapradesh pic twitter com/nt0jimpyb7,1
afghans think that drinking green tea and burning esfaand will cure coronavirus,0
from red_heart saptak news a lockdown music video by and team releasing soon,1
shelby county schools to be cancelled starting friday march 13 through march 30 due to coronavirus concerns,0
the coronavirus memes crack me up lmao,0
the handicraft sector is one of the worst hit sectors due to this lockdown many skilled artisans are struggling to make ends meet your support will go a long way please consider purchasing handmade products for… …,0
but i have heard that doctor osman had brain haemorrhage not corona,0
quarantine day 7 lunch when loved ones share food during the quarantine ) thank you tanvi aditi & ekta … …,1
maybe i'm ignorant to the whole thing but the coronavirus is the least if my worries,0
my white blood cells coming together to attack the coronavirus my los blancos twitter com/poc1e3r7yw,0
is your coronavirus fear and outrage only due to your individual risk your loved ones strangers millions of people die unnecessarily around the world annually and while their risks may not be yours or universal their lives still matter this is public health,0
this viral coronavirus rant from a tennessee nurse will make your day (video) via,0
ma'am kindly consider this problem it is a humble request we are facing double side effects one is sallery issue and other is corona virus,0
rip death reason age wajid khan the popular bollywood music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid 19 rip pic twitter com/b997ti0say,0
nostalgia nut not for long face_with_tears_of_joy had a really great time victory_hand these guys are the major missing in this lockdown love you guys heart_with_ribbon – at vip road,1
once again gave republicans everything they wanted in the bad coronavirus bill just like in 2009 most of the bill is a corporate bailout with very little to workers i agree with democrats are corporate socialist,0
currently pakistan is confronting three major challenges 1 corona virus 2 ignorance 3 fake news,0
i overslept and missed 2 online classes and that is on covid 19,0
interview4 voa on impact of covid 19 on natural environment the pandemic a disaster to mankind but a blessing for other living beings on earth the link of the programme will be shared once it is ready and uploaded twitter com/adcugraohh,1
this is what lockdown shows up on 31 dec 2020 no one have the fear parents are not worried of there childred hope for there wellness in future sector 7 colonly palces police should give a round after 2 for 4 hr standing on streets will not work out pic twitter com/j9q6vjgug9 – at sector 6 bahadurgarh,0
"divine soul belgian woman suzanne hoylaerts aged 90 dies of _19 after refusing a respirator telling her doctors ""save it for the youngest [who need it most] i've already had a beautiful life "" may her nobel soul always rest in peace twitter com/4nnkqzn2ui",0
important day today for decisions and way forward ìn sir chairing the meeting of 1 epi curve chart 2 short term anti covid strategy (pre ncc discussion) 3 ban or otherwise on export of rice in view of locust threat / food security pic twitter com/ty674oorxz,0
lockdown me baal tw lambay hoa va hnn ab ye wala haircut krwao ga after lockdown man_getting_haircut_light_skin_tone OK_hand,1
ca in alliance with disney corp has decided to keep their themeparks open during this pandemic ca has created a petri dish to export coronavirus to the rest of the country please stop ca stop the madness,0
wfh w on top *whisky pic twitter com/8dwiodzxto,1
no excuses please of my lockdown countdown … …,1
nizamuddin masjid maulana's are blaming on and for the lockdown this maulana's should be encounter on middle of the road you fools are still doing politics in this salo mullahs tumko toh bhaga bhaga ke marna chaeye,0
wearing mask and stay away and following the instructions of govt is the only way to cure,0
now missing posters of bjp mp shri partap sarangi are up across balasore loksabha in odisha partap sarangi has been missing from his constituency throughout lockdown while posing with pm modi during his aerial… …,0
covid 19 africa 6 075 cases on the african continent 214 deaths & 478 recoveries |,0
while the rna of the was found in tiny droplets in scientists do not know if it was capable of transmitting the virus,1
my life is a fine breakfast a flat lunch and a miserable dinner duck and potato filled up twitter com/rghav9prfu – at fun island resort,1
if the coronavirus was a sign it is definitely a scorpio,0
communication blockade amidst a pandemic and nobody cares humanity is dead i suppose this world deserves much worse than covid 19 middle_finger_light_skin_tone,0
die verantwortlichen des coronavirus covid 19 biologische waffenforschung werden die verursacher dieser historischen pandemie einfach so davonkommen what is with the causer of covid 19 it is the greatest crime against humanity the perpetrators must be brought to justice pic twitter com/lu2uxogxlu,0
stephen colbert's bathtub monologue ruined coronavirus' only silver lining,0
is this humor people are going to die from the corona virus you are a senator a supposed leader what is wrong with you,0
"gift institute ahmedabad ""due to covid 19 lockdown for longer period is becomes important & serious needs to systemize more our syllabus course abstract content means more productive then less practical &… …pic twitter com/llg2ycnbk",1
big up and thank you to participated to this challenge you killed it you are amazing musical_notes corona dance popaulamisi & bmkiller_mobutubeat…,1
you got rejected in your own home state sit this one out,0
utc 7 | in — severe lockdown curbs may cause more deaths than coronavirus expert tells rahul gandhi “india would ruin its economy if it has a very severe lockdown ” professor giesecke said adding do not ignore pregnant women health ministry …,0
it is important to keep the physical and mental health of our covid warriors good & strong it is a long war that all of us are fighting and they are the forefront something like this will really help them in dealing with the stressful time great initiative,1
so there is a potential cure for coronavirus and the news jumps back on the climate crisis train in no te,0
yes and this lockdown has made me appreciate the park so much more than i used to,1
we can i'm just not going to stream tonight i am sick no coronavirus tho but we can definitely play,0
coronavirus india china face off uk plans to form 'd10' pakistan plane crash canadian air force jet crash hong kong protests cyclone amphan michigan flooding us ends relationship with who nasa spacex launch killing of george floyd us protests,0
watch coronavirus awarness eps01 facebook live only on young hindu democrats of pakistan speaker dr fizzah qamar when 08 00pm sharp today 9th april 2020 facebook page,0
it is requested to all citizens to help india to get freedom from covid 19 by simple step peep to your right and left and if you see any body roaming without mask in your locality kindly remind him/ her to do so thank you,1
treasury secretary warns us could see 20% unemployment rate due to coronavirus source says thanks for this health crisis it is upon you&only you & your admin for what the devastating impacts of your inaction on,0
i've been out of it all day head hurts and stomach feels like shit and no i do not have the corona virus just feeling weird,0
you still think this is about money dude the underlying issue is you lying all the time so there is a lack of trust and the lack of tests for sick people do not shop nor do they buy stocks or pay into their 401ks,0
the best solution is an orderly and humane repatriation home and arrangements for food and wages during the lockdown these are our fellow citizens too please help them,1
it is nice to see families up on the terraces of their homes walking talking interacting flying kites they are going to miss this once this is over hopefully this will bring and a long lasting positive social change twitter com/5rpf51frkj,1
we are proud of shri himanta biswa sarma sir we are blessed to have you in between us in this unprecedented crisis how pm narendra modi's northeast warrior himanta biswa sarma fights coronavirus india news …,1
"a vendor from china emailed me today offering lots of items (sanitizers face shields protective clothing) for if needed and i've got adding tariffs and calling it the ""chinese virus"" on this end",0
new of ncr 400 cases in last three days 48 cases reported today morning twitter com/uzzhcvwvso,0
25 year old up's 1st coronavirus death it turns out many at 2 hospitals were exposed ndtv …,0
stars of viral pandemic movie contagion reunite to offer coronavirus advice,1
how did a home economics teacher become so corrupt/dirty crooked infusion of filthy money will do it every time right to not vote to help families in tennessee with coronavirus is beyond evil yours is coming lady,0
please stop pushing the mortality argument it is not about the deaths (although those octogenarian victims are someone is loved ones) it is about the infectiousness down time and the disruptions to the routine (as well as the potential strain on the healthcare system),0
whatever pain i feel i google if the symptoms are related,0
wajid khan the popular bollywood music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid19 rest in peace wajid khan twitter com/csls7m9dhj,0
the big question is where and when did arteta got infected with the corona virus is the arsenal fc environment safe cannot there be a probability that arteta is not the only victim of this virus in arsenal,0
"i hold you equally responsible to any tory voter for every single thing johnson does especially when the whole country is now at the mercy of his vicious psychopathic coronavirus ""strategy"" you wanted ""anyone but corbyn"" you have got it own it",0
boost immunity against corona /cr6o7ygfmh,1
he knows if he tries to say coronavirus he will wind up saying something worse than covfefe,0
corona virus family is present in felines nothin new,1
my bf kisses me like he is scared to get corona virus jk i love him good day,0
asymptomatic they can be sitting next to you,0
john henry looks like mother theresa compared to this dickwad bruins owner jeremy jacobs shamefully has not pledged to help td garden workers during coronavirus out,0
it is business as usual in the queens courts where coronavirus concerns will not get you out of jury duty,0
french bread vienna sausage danish croissants german potato salad french dressing italian seasoning chinese coronavirus and leftist senate dipsh*ts it is all good and not racist but let us know how the no malarkey bussing goes for you wah what an offensive fraud,0
i agree with you everybody loves to play self righteous police on social media what is next 'i will only watch movies featuring actresses who make sensitive comments about the coronavirus crisis' but i will still worship kobe no matter what he did in that hotel,0
racism and xenophobia will not help us stop and calling it a “chinese virus” will not distract americans from how poorly this president is handling an ongoing pandemic twitter com/xgbj3pzz14,0
i heartily thanks to sbi sme rudrapur which provided the covid relief funding to us it will help us in this though time i appreciate mr gaurav agarwal sir n rmme abhishek garg ji for excellent work,1
is not no fucking coronavirus going to stop me from going on cute dates with my crush,0
sen rand paul tests positive for coronavirus libs pile on hate,0
the impacts of this shutdown will have a far greater negative impact to the country than coronavirus,0
no contact tracing done if days back one patient in our icu came postive but there attendants were rooming freely in hospital need of hour do not mix covid with noncovid in term of staff as of time is done despite government order,0
good news out of the ten covid19 patients in district gurugram 9 people have fully recovered,1
what do you think about covid 19 how many days are needed to remove this from our live,0
i've always been the type to need control and to know what is next this coronavirus shit really forcing me to take control of my anxiety and i'm doing a pretty good job,0
please register fir against this fake doctor spreading misinformation on coronavirus and order youtube to block this account,0
pavilion,1
democrats are obstructing passage of a bipartisan relief bill,0
oh no ( there is the second case of coronavirus on paraguay (,0
earth 1 0 before covid 19 was so beautiful that i am now damn excitef to see earth 2 0 soon shot on ahmedabad baroda expeess highway just before covid 19 entered in india seriously 6th march 2020 shot on my… …,0
kejriwal sahab yourself advertisement on almost all channel's using corona to bear request you to work on ground chief minister are also working on corona,0
the us has tested fewer than 7 000 people thus far for are you kidding me are you kidding,0
good news for bathinda twitter com/hkjz3kvmiu,1
dallas is over here trying to set itself up as an alternate location for esports and coronavirus is shitting all over them,0
very disappointed to see the volume of “you cant catch covid as its a virus” and all the come slithering to the surface if you cannot catch it please go and volunteer in a hospital for a day then isolate and stay home for 21 days good luck,0
the idiot and both need to lock themselves in the same room and turn over running the country to the next person in line for potus until they can be defiantly cleared of the coronavirus they have both been exposed,0
trump looked sick and was congested during the press conference spoke a few words and bounced hmmmmm,0
when generation alpha put on headphone for my playlist be like stay at home keep it clean enjoy your music and be safe guys let us stop the covid 19 infection chain so we can go out and celebrate ramadan …,1
today is april fools day but we are closed inside the house happy april fool day twitter com/rxgz9fu0km,1
while karnataka is grappling with rampant corruption even while covid rages on the himachal pradesh bjp president resigned after he was found guilty for having involved in the ppe kit purchase scam pic twitter com/mumzgbe8ia,0
having a 4 year old with sleep apnea is the most scary thing and now his operation is going to be cancelled next week,0
you guys i posted a new video on youtube where i gave my advice on how i've stayed safe during two months of quarantine in wuhan link is in my bio ー19,1
alumna making us proud during pandemic,1
gh leaders will intentionally disgrace us you have this police truck that sprays hot water so cannot you use that for the coronavirus mass spraying wtf is that thing water pistol sef better pass am,0
for the well being of mind and body amid the coronavirus lockdown pm modi encourages citizens to practice yoga through the ‘yoga with modi' series the clips are a series of 17 different asanas via namo app,1
with khabib being stuck in russia due to travel ban connor will be sharing the octagon with tony ferguson at no one was expecting such a turn however the notorious going to lose this,0
testing blunders crippled us response to coronavirus,0
boris johnson grilled after warning over lack of coronavirus testing via,0
a brazilian mother her son after he had to go out to buy for the ー19 _distancing,1
very disappointed in senator cruz for adding to the hysteria of this with his self isolation just because you interacted with somebody who might have it does not necessarily mean they transferred it to you everybody stay calm we are going to be just fine,0
corona is going to give many bad news,0
negative result again for covid 19 and got cleared back to work tomorrow,0
the difference is nationality is not visible race often is and that is why this name is harmful why do you think only right wing twatwaffles like trump use it the virus has a name it has two pick coronavirus and/or covid 19 and stop being a racist pervert,0
first cases of in kyrgyzstan mauritius (république de maurice) new caledonia zambia djibouti & montserrat people are spreading this virus everywhere it is not going to spare any little island no big country no smaller no bigger no closer no remote place f***,0
take healthy food say goodbye to corona virus( ) twitter com/aahq9ztn87,0
have u seen the coronavirus porn plots lmfaooooo,0
the fatalistic view from an er nurse on what is ahead with,0
my was on 23 march before singapore went to a semi lockdown on 7 april we managed to sneek out for office lunch at pariaman and got a charcoal ice cream haji lane was quiet due to travel restrictions it was a fun day,1
great work hon'ble sir highly appreciated thumbs_up thumbs_up _19,1
i'm so annoyed yes the media over plays the coronavirus and a lot of people are severely overreacting but why is it bad to be vigilant and concerned for our health a lot of people live with suppressed immune systems chronic illnesses and live with grandparents,0
rest in peace celebrated music composer of the duo sajid wajid passes away at 42 he was suffering from covid 19 pic twitter com/859yfslews,0
going from strength to strength is covid 19 in gurgaon,1
yesterday gallio science club jointly with vasavi club udumalpet we were distributed covid relief materials to isalthittu tribal village people pic twitter com/kjcwct6ied,1
acty it is not relief for labour's since lockdown is almost over in many states if labour went to home town now then may die with hunger it is better to do stay wherever they are and work as they shortage of money,0
the scams are starting pic twitter com/3a5ibjww7n,0
‘nurses' join the covid 19 battle thank rss for help … via,1
during the crisis when i think of leadership that will get us through this i think of 1st,0
hey why are the republicans trying to sneak in abortion rights laws into the corona virus help bill very shady to be trying something like this in a crisis,0
video shows in patients sleeping with dead bodies legislator nitesh n rane on wednesday tweet a stunning video purportedly showing covid 19 patients sleeping among the dead in a mumbai hospital,0
taiwan says it warned who about coronavirus in december but its warnings were ignored via,0
what streets look like during the two hour break of the total curfew mandated by the government swipe left for a closed eye image of myself zany_face face_with_tears_of_joy yacht club,0
lawmaker retracts claim that idf sprays ' ' with 'unknown substance',0
give me only 5 lakhs not only i will destroy corona from our country but also by my formula not a single indian will be infected in future try once do not waste time on 2nd of feb i told to lock down whole nation 7th march i told 25% will be infected jai hind,0
grand princess arrives in an anxious oakland now at the center of coronavirus fight los angeles times grand princess arrives in an anxious oakland now at the center of coronavirus fight los angeles timesabc news prime co… twitter com/ekessa9qfg,0
coronavirus researcher calls it the 'most frightening disease i've ever encountered' |,0
your favorite game read them just 2min …,1
great work by salman khan keep helping our corona worriers …,1
what is this happening to this lovely island disappointing please wake up teach them a lesson do not play with innocent people …,0
wajid khan the popular bollywood music director from the sajid wajid duo passed away today at the age of 43 he was suffering from covid 19 twitter com/pohl4dxr89,0
i'm going to lose it if coronavirus affects my summer trip to vegas,0
australian researchers have just worked out how the body fights coronavirus,0
"""earlier this month i took up a content creation project for a home stay in himachal pradesh to write about it i had to be there full story >> twitter com/4naqwphrmj",1
our chief instructs the ruling govt to take severe action regarding the overpricing charged by private hospitals for corona patients in the middle of a pandemic he even claims that govt has failed completely in implementing precautionary measures to handle this pandemic pic twitter com/sdvtpjghn6,0
this got to be the greatest shit anyone can read today please god whatever effing faith you belong to please give us a break we are dealing with a severe corona none of you assholes could not do a small fuck about please eff of god you sucks …,0
thank you for writing this helpful article here are 75 coursera certificates you can now earn for free (during the coronavirus pandemic) …,1
cnn says trump's remarks tonight will focus on economic stimulus not public health the health crisis is the economic crisis we need widespread free coronavirus testing and clear public health leadership we seem unlikely to get either disastrous,0
sir i am planning to come back home as wb situation is alarming & scary i am in complete lockdown with no interaction with outside world since march 16 i am requesting home quarantine as i fear to go institutional quarantine gr8 work done bst wishes,0
remind this to yourself and everyone around every single day and twitter com/ttsnqknab6,1
taiwan has only 47 cases its response to the crisis shows that swift action and widespread healthcare can prevent an outbreak via,0
after lockdown weddings queue,1
catching the corona virus would be a problem but it would also solve a shit ton of my problems,0
several people are injured in suppression of gone in bunker we see that how the situation is in america i do not know is the is gone,0
a beautiful morning from mosque after a closure lasted more than two months because of,1
‌ 19 related lockdown measures hit int'l trade hard in march with evidence emerging of a sharp deterioration in april as demand stalled & continued to be disrupted n services in particular collapsed via,0
we deserve the coronavirus,0
corporate socialists' denounced as trump considers fracking industry bailout amid coronavirus outbreak via,0
silent spreaders corona asymptomatic coronavirus cases no symptoms in 80% of covid cases raise concerns the economic times,0
idk what is scarier coronavirus itself or people who clearly have 0 understanding of how dangerous it can be if we handle this the wrong way,0
one of the biggest issues we face is the mental health response to covid 19 take precautions and be aware the energy of fear weakens your immune system see the self advocacy skills taught to reduce coronavirus fear in the video todddenymsw,0
